age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,subscribed,age_group,was_contacted_before,high_contact_freq,season,segment,segment_name,conv_probability,priority_rank
56,retired,married,basic.4y,no,yes,no,cellular,jun,wed,337,2,3,2,success,-1.7,94.055,-39.8,0.767,4991.6,1,50-60,1,0,Summer,2,High-Value Responders,0.9836896,146
37,admin.,married,university.degree,no,yes,no,cellular,jun,fri,602,1,10,1,success,-1.7,94.055,-39.8,0.719,4991.6,1,30-40,1,0,Summer,1,Warm Prospects,0.98368406,147
26,admin.,single,university.degree,no,yes,no,cellular,nov,tue,309,3,7,1,success,-3.4,92.649,-30.1,0.715,5017.5,1,<30,1,0,Autumn,1,Warm Prospects,0.9835987,148
24,technician,single,professional.course,no,yes,no,cellular,jul,thu,355,2,3,1,success,-1.7,94.215,-40.3,0.884,4991.6,1,<30,1,0,Summer,1,Warm Prospects,0.9835233,149
60,retired,married,university.degree,no,no,no,cellular,sep,thu,529,2,6,1,success,-1.1,94.199,-37.5,0.884,4963.6,1,50-60,1,0,Autumn,2,High-Value Responders,0.98351026,150
44,technician,married,university.degree,no,yes,no,cellular,may,fri,662,2,2,1,success,-1.8,93.876,-40.0,0.682,5008.7,1,40-50,1,0,Spring,1,Warm Prospects,0.983462,151
39,entrepreneur,married,professional.course,no,no,no,telephone,sep,wed,511,3,6,1,success,-1.1,94.199,-37.5,0.876,4963.6,1,30-40,1,0,Autumn,1,Warm Prospects,0.98343605,152
76,retired,married,university.degree,no,yes,yes,cellular,dec,thu,330,2,4,2,success,-3.0,92.713,-33.0,0.712,5023.5,1,60+,1,0,Winter,2,High-Value Responders,0.9834062,153
30,admin.,single,university.degree,no,no,no,cellular,jul,thu,252,1,6,2,success,-1.7,94.215,-40.3,0.846,4991.6,1,<30,1,0,Summer,1,Warm Prospects,0.9832946,154
68,retired,divorced,high.school,no,yes,yes,cellular,oct,mon,567,1,3,1,success,-1.1,94.601,-49.5,1.0,4963.6,1,60+,1,0,Autumn,2,High-Value Responders,0.98325783,155
70,retired,married,professional.course,no,no,no,cellular,oct,thu,585,1,6,3,success,-1.1,94.601,-49.5,0.987,4963.6,1,60+,1,0,Autumn,2,High-Value Responders,0.9832539,156
28,student,single,university.degree,no,yes,no,cellular,may,fri,226,3,3,2,success,-1.8,93.876,-40.0,0.695,5008.7,1,<30,1,0,Spring,1,Warm Prospects,0.9832186,157
65,management,married,university.degree,no,no,no,telephone,may,mon,1076,3,6,1,success,-1.8,92.893,-46.2,1.354,5099.1,1,60+,1,0,Spring,1,Warm Prospects,0.98321426,158
47,admin.,single,basic.9y,no,yes,yes,cellular,jul,thu,392,2,6,1,success,-1.7,94.215,-40.3,0.846,4991.6,1,40-50,1,0,Summer,1,Warm Prospects,0.9832003,159
36,management,divorced,university.degree,no,yes,no,cellular,sep,tue,337,1,6,1,success,-1.1,94.199,-37.5,0.881,4963.6,1,30-40,1,0,Autumn,1,Warm Prospects,0.98318785,160
70,retired,married,basic.4y,no,yes,no,cellular,aug,tue,356,3,6,1,success,-1.7,94.027,-38.3,0.904,4991.6,1,60+,1,0,Summer,2,High-Value Responders,0.98317033,161
27,management,single,professional.course,no,yes,no,cellular,nov,tue,325,1,3,1,success,-3.4,92.649,-30.1,0.716,5017.5,1,<30,1,0,Autumn,1,Warm Prospects,0.9831408,162
50,entrepreneur,divorced,university.degree,no,yes,no,cellular,jul,thu,386,1,6,3,success,-1.7,94.215,-40.3,0.899,4991.6,1,40-50,1,0,Summer,1,Warm Prospects,0.9831269,163
18,student,single,university.degree,no,yes,no,cellular,may,tue,489,1,6,1,success,-1.8,93.876,-40.0,0.668,5008.7,1,<30,1,0,Spring,1,Warm Prospects,0.9830989,164
33,admin.,married,university.degree,no,yes,no,cellular,may,mon,740,1,3,2,success,-1.8,93.876,-40.0,0.685,5008.7,1,30-40,1,0,Spring,1,Warm Prospects,0.983094,165
27,technician,single,university.degree,no,yes,no,cellular,sep,thu,530,1,3,1,success,-1.1,94.199,-37.5,0.879,4963.6,1,<30,1,0,Autumn,1,Warm Prospects,0.9830027,166
58,retired,married,basic.4y,no,no,no,cellular,apr,wed,1307,1,999,0,nonexistent,-1.8,93.749,-34.6,0.639,5008.7,1,50-60,0,0,Spring,2,High-Value Responders,0.98297197,167
24,student,single,professional.course,no,no,no,cellular,jul,wed,429,2,6,3,success,-1.7,94.215,-40.3,0.896,4991.6,1,<30,1,0,Summer,1,Warm Prospects,0.9829307,168
52,admin.,married,university.degree,no,no,no,cellular,may,thu,613,1,3,2,success,-1.8,93.876,-40.0,0.677,5008.7,1,50-60,1,0,Spring,1,Warm Prospects,0.9828697,169
38,entrepreneur,married,university.degree,no,yes,no,cellular,aug,fri,633,1,16,1,success,-1.7,94.027,-38.3,0.898,4991.6,1,30-40,1,0,Summer,1,Warm Prospects,0.9828225,170
27,admin.,married,university.degree,no,no,no,cellular,aug,thu,312,3,6,1,success,-1.7,94.027,-38.3,0.899,4991.6,1,<30,1,0,Summer,1,Warm Prospects,0.9827389,171
41,unemployed,married,basic.9y,no,yes,no,cellular,may,thu,306,1,6,4,success,-1.8,93.876,-40.0,0.683,5008.7,1,40-50,1,0,Spring,1,Warm Prospects,0.98273057,172
33,admin.,single,university.degree,no,no,no,cellular,jun,wed,206,1,3,1,success,-1.7,94.055,-39.8,0.715,4991.6,1,30-40,1,0,Summer,1,Warm Prospects,0.98273027,173
77,retired,married,basic.4y,no,yes,no,cellular,jul,tue,218,2,3,1,success,-1.7,94.215,-40.3,0.893,4991.6,1,60+,1,0,Summer,2,High-Value Responders,0.9827246,174
62,housemaid,married,university.degree,no,yes,no,cellular,nov,thu,237,1,3,3,success,-3.4,92.649,-30.1,0.714,5017.5,0,60+,1,0,Autumn,1,Warm Prospects,0.98268396,175
31,unemployed,single,university.degree,no,yes,no,cellular,jul,tue,309,1,6,3,success,-1.7,94.215,-40.3,0.835,4991.6,1,30-40,1,0,Summer,1,Warm Prospects,0.982682,176
66,retired,divorced,basic.4y,no,yes,no,cellular,apr,wed,476,1,999,0,nonexistent,-1.8,93.749,-34.6,0.642,5008.7,1,60+,0,0,Spring,2,High-Value Responders,0.9826818,177
34,admin.,married,professional.course,no,no,no,cellular,sep,tue,230,1,3,3,success,-1.1,94.199,-37.5,0.877,4963.6,1,30-40,1,0,Autumn,1,Warm Prospects,0.9826499,178
27,technician,single,university.degree,no,yes,no,cellular,dec,tue,1370,3,6,2,success,-3.0,92.713,-33.0,0.707,5023.5,1,<30,1,0,Winter,1,Warm Prospects,0.9825783,179
52,technician,married,university.degree,no,no,no,cellular,may,thu,211,1,3,4,success,-1.8,93.876,-40.0,0.677,5008.7,1,50-60,1,0,Spring,1,Warm Prospects,0.98257464,180
27,services,single,high.school,no,no,no,cellular,jul,fri,700,5,6,2,success,-1.7,94.215,-40.3,0.896,4991.6,1,<30,1,1,Summer,1,Warm Prospects,0.98251987,181
30,admin.,single,university.degree,no,no,no,cellular,jul,tue,212,1,3,2,success,-1.7,94.215,-40.3,0.797,4991.6,0,<30,1,0,Summer,1,Warm Prospects,0.98251694,182
52,admin.,married,professional.course,no,yes,yes,cellular,jul,tue,287,2,6,1,success,-1.7,94.215,-40.3,0.893,4991.6,1,50-60,1,0,Summer,1,Warm Prospects,0.9824728,183
32,services,single,university.degree,no,yes,no,cellular,sep,thu,404,1,6,3,success,-1.1,94.199,-37.5,0.884,4963.6,1,30-40,1,0,Autumn,1,Warm Prospects,0.9824572,184
76,retired,married,university.degree,no,no,yes,cellular,dec,thu,324,3,4,2,success,-3.0,92.713,-33.0,0.712,5023.5,1,60+,1,0,Winter,2,High-Value Responders,0.98244506,185
26,unemployed,single,university.degree,no,yes,no,cellular,aug,thu,508,3,6,2,success,-1.7,94.027,-38.3,0.904,4991.6,1,<30,1,0,Summer,1,Warm Prospects,0.98243743,186
24,student,single,university.degree,no,yes,no,cellular,nov,wed,285,2,3,3,success,-3.4,92.649,-30.1,0.716,5017.5,1,<30,1,0,Autumn,1,Warm Prospects,0.98242056,187
29,admin.,single,university.degree,no,no,no,cellular,may,thu,216,1,3,3,success,-1.8,93.876,-40.0,0.683,5008.7,1,<30,1,0,Spring,1,Warm Prospects,0.9823973,188
37,management,married,university.degree,no,yes,no,cellular,jul,fri,292,1,6,1,success,-1.7,94.215,-40.3,0.896,4991.6,1,30-40,1,0,Summer,1,Warm Prospects,0.98238784,189
52,technician,married,university.degree,no,no,yes,telephone,may,tue,209,1,2,2,success,-1.8,93.876,-40.0,0.668,5008.7,1,50-60,1,0,Spring,1,Warm Prospects,0.9823774,190
42,management,married,university.degree,no,yes,no,cellular,sep,wed,232,1,3,2,success,-1.1,94.199,-37.5,0.886,4963.6,1,40-50,1,0,Autumn,1,Warm Prospects,0.9823292,191
42,technician,married,professional.course,no,yes,yes,cellular,oct,mon,509,1,6,1,success,-1.1,94.601,-49.5,1.0,4963.6,1,40-50,1,0,Autumn,1,Warm Prospects,0.9822858,192
53,management,divorced,university.degree,no,no,no,cellular,sep,tue,404,2,3,2,success,-1.1,94.199,-37.5,0.877,4963.6,1,50-60,1,0,Autumn,1,Warm Prospects,0.9822645,193
79,retired,married,basic.4y,no,yes,no,cellular,nov,tue,594,1,3,1,success,-3.4,92.649,-30.1,0.715,5017.5,1,60+,1,0,Autumn,2,High-Value Responders,0.98226273,194
48,technician,married,professional.course,no,yes,yes,cellular,oct,mon,450,1,8,1,success,-1.1,94.601,-49.5,0.977,4963.6,1,40-50,1,0,Autumn,1,Warm Prospects,0.9822443,195
65,admin.,married,university.degree,no,yes,no,cellular,jun,thu,301,2,4,2,success,-1.7,94.055,-39.8,0.729,4991.6,1,60+,1,0,Summer,1,Warm Prospects,0.9822352,196
29,admin.,married,university.degree,no,yes,yes,cellular,jul,tue,256,2,6,1,success,-1.7,94.215,-40.3,0.835,4991.6,0,<30,1,0,Summer,1,Warm Prospects,0.9822334,197
37,admin.,married,university.degree,no,no,no,cellular,sep,wed,265,2,6,2,success,-1.1,94.199,-37.5,0.886,4963.6,1,30-40,1,0,Autumn,1,Warm Prospects,0.98218614,198
30,technician,married,professional.course,no,yes,no,cellular,mar,tue,263,2,6,2,success,-1.8,93.369,-34.8,0.655,5008.7,1,<30,1,0,Spring,1,Warm Prospects,0.98216116,199
19,student,single,basic.6y,no,yes,no,cellular,mar,tue,313,1,5,2,success,-1.8,93.369,-34.8,0.655,5008.7,1,<30,1,0,Spring,1,Warm Prospects,0.9821452,200
56,retired,married,university.degree,no,no,no,cellular,nov,wed,232,1,3,1,success,-3.4,92.649,-30.1,0.716,5017.5,1,50-60,1,0,Autumn,2,High-Value Responders,0.9821175,201
41,technician,married,professional.course,no,no,no,cellular,nov,mon,526,2,6,1,success,-1.1,94.767,-50.8,1.039,4963.6,1,40-50,1,0,Autumn,1,Warm Prospects,0.9819967,202
68,retired,married,basic.4y,no,yes,yes,cellular,may,fri,220,1,6,1,success,-1.8,93.876,-40.0,0.684,5008.7,1,60+,1,0,Spring,2,High-Value Responders,0.9819758,203
85,housemaid,married,basic.4y,no,yes,no,cellular,apr,tue,167,1,6,2,success,-1.8,93.749,-34.6,0.642,5008.7,1,60+,1,0,Spring,1,Warm Prospects,0.9819052,204
77,retired,married,university.degree,no,yes,no,cellular,nov,fri,193,1,3,1,success,-3.4,92.649,-30.1,0.714,5017.5,1,60+,1,0,Autumn,2,High-Value Responders,0.9818828,205
31,technician,married,university.degree,no,no,no,cellular,sep,thu,244,1,3,1,success,-1.1,94.199,-37.5,0.878,4963.6,1,30-40,1,0,Autumn,1,Warm Prospects,0.98187226,206
80,retired,divorced,basic.4y,no,yes,yes,cellular,apr,wed,654,2,999,0,nonexistent,-1.8,93.749,-34.6,0.642,5008.7,1,60+,0,0,Spring,2,High-Value Responders,0.98179895,207
40,management,married,university.degree,no,no,no,telephone,jul,fri,367,2,3,2,success,-1.7,94.215,-40.3,0.896,4991.6,1,30-40,1,0,Summer,1,Warm Prospects,0.98176104,208
48,technician,married,professional.course,no,no,no,cellular,oct,thu,491,1,6,3,success,-1.1,94.601,-49.5,0.987,4963.6,1,40-50,1,0,Autumn,1,Warm Prospects,0.9817355,209
65,retired,married,professional.course,no,yes,no,cellular,aug,tue,261,1,6,3,success,-1.7,94.027,-38.3,0.904,4991.6,1,60+,1,0,Summer,2,High-Value Responders,0.9817277,210
37,unemployed,single,university.degree,no,yes,yes,cellular,jul,wed,314,1,5,2,success,-1.7,94.215,-40.3,0.881,4991.6,1,30-40,1,0,Summer,1,Warm Prospects,0.98172206,211
45,admin.,married,high.school,no,yes,no,cellular,oct,fri,738,3,6,1,success,-1.1,94.601,-49.5,1.029,4963.6,1,40-50,1,0,Autumn,1,Warm Prospects,0.98169047,212
58,management,married,university.degree,no,no,no,cellular,may,thu,289,1,3,4,success,-1.8,93.876,-40.0,0.683,5008.7,1,50-60,1,0,Spring,1,Warm Prospects,0.9816613,213
53,housemaid,married,basic.4y,no,no,yes,telephone,nov,wed,513,1,3,1,success,-3.4,92.649,-30.1,0.715,5017.5,1,50-60,1,0,Autumn,1,Warm Prospects,0.98166037,214
32,admin.,single,university.degree,no,no,no,cellular,jun,tue,856,1,12,2,success,-1.7,94.055,-39.8,0.737,4991.6,1,30-40,1,0,Summer,1,Warm Prospects,0.9816522,215
63,retired,married,basic.4y,no,yes,no,cellular,jul,thu,261,1,6,1,success,-1.7,94.215,-40.3,0.846,4991.6,0,60+,1,0,Summer,2,High-Value Responders,0.98164487,216
32,admin.,single,university.degree,no,yes,no,cellular,jul,thu,250,2,6,1,success,-1.7,94.215,-40.3,0.846,4991.6,0,30-40,1,0,Summer,1,Warm Prospects,0.98164326,217
57,housemaid,married,basic.4y,no,no,no,cellular,apr,wed,224,2,6,1,success,-1.8,93.749,-34.6,0.642,5008.7,1,50-60,1,0,Spring,1,Warm Prospects,0.9816399,218
45,management,married,university.degree,no,no,no,cellular,sep,wed,293,2,3,2,success,-1.1,94.199,-37.5,0.886,4963.6,1,40-50,1,0,Autumn,1,Warm Prospects,0.9815584,219
53,blue-collar,single,basic.9y,no,no,no,telephone,jul,wed,413,1,6,2,success,-1.7,94.215,-40.3,0.84,4991.6,1,50-60,1,0,Summer,1,Warm Prospects,0.9815564,220
24,admin.,single,high.school,no,no,no,cellular,jul,mon,452,1,14,1,success,-1.7,94.215,-40.3,0.827,4991.6,1,<30,1,0,Summer,1,Warm Prospects,0.98154354,221
66,housemaid,divorced,basic.4y,no,yes,no,cellular,mar,thu,201,1,3,2,success,-1.8,93.369,-34.8,0.635,5008.7,1,60+,1,0,Spring,1,Warm Prospects,0.9815232,222
32,technician,married,professional.course,no,no,no,cellular,oct,wed,311,1,3,1,success,-1.1,94.601,-49.5,0.959,4963.6,1,30-40,1,0,Autumn,1,Warm Prospects,0.9815077,223
43,self-employed,married,high.school,no,yes,no,telephone,oct,wed,181,1,999,0,nonexistent,-0.1,93.798,-40.4,4.936,5195.8,1,40-50,0,0,Autumn,4,Hard to Convert,0.98150337,224
39,services,married,high.school,no,yes,no,cellular,may,thu,328,2,6,3,success,-1.8,93.876,-40.0,0.683,5008.7,1,30-40,1,0,Spring,1,Warm Prospects,0.98144484,225
29,admin.,single,high.school,no,yes,no,cellular,jul,tue,272,3,6,1,success,-1.7,94.215,-40.3,0.835,4991.6,1,<30,1,0,Summer,1,Warm Prospects,0.9814136,226
23,student,single,high.school,no,no,no,cellular,oct,wed,409,1,3,1,success,-1.1,94.601,-49.5,1.043,4963.6,0,<30,1,0,Autumn,1,Warm Prospects,0.9814022,227
57,retired,married,basic.4y,no,yes,no,cellular,nov,wed,295,1,3,2,success,-3.4,92.649,-30.1,0.716,5017.5,0,50-60,1,0,Autumn,2,High-Value Responders,0.98133093,228
52,technician,married,professional.course,no,yes,no,cellular,nov,fri,495,1,3,1,success,-3.4,92.649,-30.1,0.714,5017.5,1,50-60,1,0,Autumn,1,Warm Prospects,0.9813194,229
48,admin.,divorced,high.school,no,no,no,cellular,jun,wed,657,1,6,1,success,-1.7,94.055,-39.8,0.704,4991.6,1,40-50,1,0,Summer,1,Warm Prospects,0.98116606,230
21,student,single,university.degree,no,yes,no,cellular,jul,thu,968,1,13,2,failure,-1.7,94.215,-40.3,0.81,4991.6,1,<30,1,0,Summer,1,Warm Prospects,0.98107535,231
35,technician,single,professional.course,no,yes,no,cellular,jul,tue,337,1,6,1,success,-1.7,94.215,-40.3,0.835,4991.6,1,30-40,1,0,Summer,1,Warm Prospects,0.98106694,232
65,retired,married,basic.4y,no,no,no,cellular,oct,wed,882,1,999,0,nonexistent,-1.1,94.601,-49.5,1.043,4963.6,1,60+,0,0,Autumn,2,High-Value Responders,0.9810416,233
20,student,single,basic.9y,no,yes,no,cellular,jul,thu,361,3,6,3,success,-1.7,94.215,-40.3,0.846,4991.6,1,<30,1,0,Summer,1,Warm Prospects,0.98101544,234
56,retired,married,high.school,no,no,no,cellular,jun,tue,383,1,3,1,success,-1.7,94.055,-39.8,0.761,4991.6,1,50-60,1,0,Summer,2,High-Value Responders,0.9810116,235
59,admin.,married,university.degree,no,no,no,cellular,aug,wed,198,1,6,1,success,-1.7,94.027,-38.3,0.9,4991.6,1,50-60,1,0,Summer,1,Warm Prospects,0.9809606,236
51,technician,married,professional.course,no,yes,no,cellular,apr,thu,687,1,0,1,success,-1.8,93.075,-47.1,1.365,5099.1,1,50-60,1,0,Spring,1,Warm Prospects,0.98094165,237
33,admin.,married,university.degree,no,yes,no,cellular,nov,tue,318,2,3,3,success,-3.4,92.649,-30.1,0.715,5017.5,1,30-40,1,0,Autumn,1,Warm Prospects,0.9809256,238
40,self-employed,single,university.degree,no,yes,yes,cellular,apr,thu,509,1,2,1,success,-1.8,93.075,-47.1,1.365,5099.1,1,30-40,1,0,Spring,1,Warm Prospects,0.9809239,239
29,admin.,married,university.degree,no,no,yes,cellular,jun,tue,347,3,5,1,success,-1.7,94.055,-39.8,0.702,4991.6,1,<30,1,0,Summer,1,Warm Prospects,0.9809238,240
28,admin.,single,university.degree,no,yes,no,cellular,apr,wed,545,2,6,4,success,-1.8,93.749,-34.6,0.654,5008.7,1,<30,1,0,Spring,1,Warm Prospects,0.98091424,241
46,unemployed,single,university.degree,no,no,no,cellular,mar,tue,263,1,10,2,success,-1.8,93.369,-34.8,0.646,5008.7,1,40-50,1,0,Spring,1,Warm Prospects,0.9808905,242
67,housemaid,divorced,professional.course,no,no,no,cellular,aug,thu,350,1,6,2,success,-1.7,94.027,-38.3,0.899,4991.6,1,60+,1,0,Summer,1,Warm Prospects,0.9808086,243
42,technician,married,professional.course,no,no,no,cellular,aug,thu,295,1,6,2,success,-1.7,94.027,-38.3,0.899,4991.6,1,40-50,1,0,Summer,1,Warm Prospects,0.980806,244
26,unemployed,single,high.school,no,yes,no,cellular,oct,fri,394,3,14,1,success,-1.1,94.601,-49.5,1.029,4963.6,1,<30,1,0,Autumn,1,Warm Prospects,0.9807663,245
51,blue-collar,married,basic.9y,no,yes,no,cellular,aug,wed,237,1,6,4,success,-1.7,94.027,-38.3,0.903,4991.6,1,50-60,1,0,Summer,1,Warm Prospects,0.9807311,246
39,technician,married,professional.course,no,no,no,telephone,oct,thu,171,1,999,0,nonexistent,-0.1,93.798,-40.4,4.921,5195.8,1,30-40,0,0,Autumn,4,Hard to Convert,0.980688,247
27,technician,single,university.degree,no,yes,no,cellular,sep,thu,404,1,6,1,success,-1.1,94.199,-37.5,0.879,4963.6,1,<30,1,0,Autumn,1,Warm Prospects,0.9806825,248
63,retired,married,basic.4y,no,yes,no,cellular,nov,fri,413,1,3,2,success,-1.1,94.767,-50.8,1.049,4963.6,1,60+,1,0,Autumn,2,High-Value Responders,0.98067653,249
26,technician,single,university.degree,no,yes,no,cellular,dec,tue,296,1,5,1,success,-3.0,92.713,-33.0,0.707,5023.5,1,<30,1,0,Winter,1,Warm Prospects,0.9806473,250
30,management,married,university.degree,no,no,no,cellular,oct,wed,711,1,999,0,nonexistent,-1.1,94.601,-49.5,1.043,4963.6,1,<30,0,0,Autumn,1,Warm Prospects,0.98062664,251
30,admin.,single,university.degree,no,yes,no,cellular,apr,thu,502,1,0,1,success,-1.8,93.075,-47.1,1.365,5099.1,1,<30,1,0,Spring,1,Warm Prospects,0.98057693,252
31,technician,single,university.degree,no,no,no,telephone,jul,thu,270,1,5,1,success,-1.7,94.215,-40.3,0.899,4991.6,1,30-40,1,0,Summer,1,Warm Prospects,0.9805007,253
32,student,single,high.school,no,no,no,cellular,sep,tue,407,2,3,1,success,-1.1,94.199,-37.5,0.877,4963.6,0,30-40,1,0,Autumn,1,Warm Prospects,0.9804968,254
51,admin.,married,university.degree,no,no,yes,cellular,jul,fri,486,1,999,0,nonexistent,-1.7,94.215,-40.3,0.861,4991.6,1,50-60,0,0,Summer,1,Warm Prospects,0.98039323,255
34,admin.,divorced,high.school,no,no,no,cellular,nov,tue,492,2,6,3,success,-3.4,92.649,-30.1,0.716,5017.5,0,30-40,1,0,Autumn,1,Warm Prospects,0.98035103,256
37,services,married,high.school,no,no,no,cellular,jul,thu,346,1,6,2,success,-1.7,94.215,-40.3,0.846,4991.6,1,30-40,1,0,Summer,1,Warm Prospects,0.9803294,257
36,management,married,university.degree,no,no,no,cellular,jun,tue,522,1,6,2,success,-1.7,94.055,-39.8,0.737,4991.6,1,30-40,1,0,Summer,1,Warm Prospects,0.9802843,258
56,blue-collar,married,basic.4y,no,yes,no,cellular,dec,tue,280,3,6,1,success,-3.0,92.713,-33.0,0.715,5023.5,1,50-60,1,0,Winter,1,Warm Prospects,0.9802663,259
57,admin.,divorced,high.school,no,no,no,cellular,sep,tue,473,1,3,5,success,-1.1,94.199,-37.5,0.877,4963.6,1,50-60,1,0,Autumn,1,Warm Prospects,0.9802336,260
37,admin.,single,university.degree,no,yes,no,cellular,jul,fri,844,2,6,3,success,-1.7,94.215,-40.3,0.79,4991.6,0,30-40,1,0,Summer,1,Warm Prospects,0.9802114,261
27,technician,single,university.degree,no,yes,no,cellular,dec,tue,305,3,10,1,success,-3.0,92.713,-33.0,0.708,5023.5,1,<30,1,0,Winter,1,Warm Prospects,0.9802084,262
30,blue-collar,married,high.school,no,yes,no,telephone,mar,tue,904,1,999,0,nonexistent,-1.8,93.369,-34.8,0.655,5008.7,1,<30,0,0,Spring,1,Warm Prospects,0.98017085,263
34,admin.,single,university.degree,no,yes,no,cellular,mar,thu,910,2,6,3,success,-1.8,93.369,-34.8,0.643,5008.7,1,30-40,1,0,Spring,1,Warm Prospects,0.98014176,264
30,student,single,university.degree,no,no,no,cellular,dec,wed,343,1,4,2,success,-3.0,92.713,-33.0,0.715,5023.5,1,<30,1,0,Winter,1,Warm Prospects,0.9801333,265
61,retired,married,high.school,no,yes,no,cellular,apr,tue,930,4,999,0,nonexistent,-1.8,93.749,-34.6,0.642,5008.7,0,60+,0,1,Spring,2,High-Value Responders,0.98010343,266
45,technician,married,professional.course,no,no,no,cellular,oct,thu,504,1,6,1,success,-3.4,92.431,-26.9,0.733,5017.5,1,40-50,1,0,Autumn,1,Warm Prospects,0.98007584,267
48,management,divorced,university.degree,no,yes,no,cellular,nov,wed,208,1,3,1,success,-3.4,92.649,-30.1,0.716,5017.5,1,40-50,1,0,Autumn,1,Warm Prospects,0.9800371,268
55,admin.,married,high.school,no,no,no,telephone,jul,wed,229,1,9,1,success,-1.7,94.215,-40.3,0.802,4991.6,1,50-60,1,0,Summer,1,Warm Prospects,0.97997564,269
33,admin.,married,university.degree,no,yes,no,cellular,aug,thu,265,1,3,3,success,-1.7,94.027,-38.3,0.899,4991.6,1,30-40,1,0,Summer,1,Warm Prospects,0.9799247,270
80,retired,divorced,basic.4y,no,yes,no,telephone,apr,wed,623,2,999,0,nonexistent,-1.8,93.749,-34.6,0.642,5008.7,1,60+,0,0,Spring,2,High-Value Responders,0.979875,271
35,admin.,single,university.degree,no,no,no,cellular,jul,fri,391,5,4,1,success,-1.7,94.215,-40.3,0.79,4991.6,1,30-40,1,1,Summer,1,Warm Prospects,0.97986734,272
26,student,single,basic.9y,no,yes,no,cellular,mar,mon,1447,2,999,0,nonexistent,-1.8,92.843,-50.0,1.811,5099.1,1,<30,0,0,Spring,1,Warm Prospects,0.9798504,273
24,student,single,high.school,no,no,no,cellular,may,wed,389,1,7,2,success,-1.8,93.876,-40.0,0.672,5008.7,1,<30,1,0,Spring,1,Warm Prospects,0.97984385,274
28,admin.,single,high.school,no,yes,no,cellular,may,thu,263,1,6,1,success,-1.8,93.876,-40.0,0.683,5008.7,1,<30,1,0,Spring,1,Warm Prospects,0.97983974,275
63,retired,married,professional.course,no,yes,yes,cellular,may,mon,444,2,14,1,success,-1.8,93.876,-40.0,0.685,5008.7,1,60+,1,0,Spring,2,High-Value Responders,0.979787,276
